country,year,food_imports_pct_merch_imports,food_production_index_2014_2016_100,undernourishment_pct_population,adult_overweight_pct,diabetes_pct_age_20_79,premature_ncd_mortality_pct_30_70
ZWE,2014,15.361153489387,96.85,33.4,30.24,,33.2
ZWE,2015,17.0111458047622,101.1,34.3,30.72,,33.5
ZWE,2016,19.9439317639588,102.05,32.8,31.22,,33.7
ZWE,2017,14.8943839254836,106.59,30.9,31.73,,33.4
ZWE,2018,11.8875690469618,107.82,31,32.25,,33.6
ZWE,2019,8.06018754559146,105.74,30,32.78,,32.7
ZWE,2020,18.254024759494,110.34,28.2,33.33,,33
ZWE,2021,14.369808426375,120.52,24.8,33.89,,31.2
ZWE,2022,13.3173235502424,121.68,21.4,34.46,,
ZWE,2023,13.8194390564742,,19.7,,,
ZWE,2024,18.9550135572266,,,,1.5,
